"self" "rep" "rec" "pi" "Ne" "Smean" "f0_obs" "f0_pred" "f0_adj" "omega"
"0.5" "1" "low" "0.0040952380952381" "1023.80952380952" "20.4761904761905" "0.257523934745094" "0.203746585262361" "0.5153456235357" "0.000120128871172314"
"0.5" "2" "tot" "0.00672653333333333" "1681.63333333333" "33.6326666666667" "0.269300071579977" "0.203746585262361" "0.414438852533555" "6.86760084294431e-05"
"0.5" "2" "high" "0.00973779047619048" "2434.44761904762" "48.6889523809524" "0.276474193646887" "0.203746585262361" "0.349591423431031" "0"
"0.5" "2" "low" "0.00371527619047619" "928.819047619048" "18.576380952381" "0.40060248976178" "0.203746585262361" "0.536869355722282" "0"
"0.5" "3" "tot" "0.00692567619047619" "1731.41904761905" "34.628380952381" "0.336671468433619" "0.203746585262361" "0.408996902011471" "0"
"0.5" "3" "high" "0.0094896380952381" "2372.40952380952" "47.4481904761905" "0.279561122705665" "0.203746585262361" "0.353824647874189" "0"
"0.5" "3" "low" "0.00436171428571429" "1090.42857142857" "21.8085714285714" "0.215620847047654" "0.203746585262361" "0.501690704051106" "0.000165186198930658"
"0.5" "4" "tot" "0.00718152380952381" "1795.38095238095" "35.907619047619" "0.184800328998729" "0.203746585262361" "0.402308960330291" "0.000120502023359398"
"0.5" "4" "high" "0.00999851428571429" "2499.62857142857" "49.9925714285714" "0.133261802287655" "0.203746585262361" "0.345303140989658" "0.000103530999455728"
"0.5" "4" "low" "0.00436453333333333" "1091.13333333333" "21.8226666666667" "0.268916117852033" "0.203746585262361" "0.501551934660875" "0.000121222613091691"
"0.5" "5" "tot" "0.00664630476190476" "1661.57619047619" "33.2315238095238" "0.332100573748256" "0.203746585262361" "0.416693194970526" "0"
"0.5" "5" "high" "0.00935451428571429" "2338.62857142857" "46.7725714285714" "0.284469629723131" "0.203746585262361" "0.356195234125031" "0"
"0.5" "5" "low" "0.00393809523809524" "984.52380952381" "19.6904761904762" "0.383382666907949" "0.203746585262361" "0.523933168483556" "0"
"0.5" "6" "tot" "0.00686603809523809" "1716.50952380952" "34.3301904761905" "0.33486873236578" "0.203746585262361" "0.410604181949263" "0"
"0.5" "6" "high" "0.0095983619047619" "2399.59047619048" "47.9918095238095" "0.280963458581697" "0.203746585262361" "0.351951132637466" "0"
"0.5" "6" "low" "0.00413371428571429" "1033.42857142857" "20.6685714285714" "0.391244028457466" "0.203746585262361" "0.513305781185219" "0"
"0.5" "7" "tot" "0.00644251428571429" "1610.62857142857" "32.2125714285714" "0.236405933087238" "0.203746585262361" "0.422588345705197" "9.13569662825032e-05"
"0.5" "7" "high" "0.00954582857142857" "2386.45714285714" "47.7291428571429" "0.281919773659755" "0.203746585262361" "0.352852663047115" "0"
"0.5" "7" "low" "0.0033392" "834.8" "16.696" "0.178842159888181" "0.203746585262361" "0.561019487082119" "0.000174610785162908"
"0.5" "8" "tot" "0.00707005714285714" "1767.51428571429" "35.3502857142857" "0.331696256590286" "0.203746585262361" "0.405182301797271" "0"
"0.5" "8" "high" "0.0100678095238095" "2516.95238095238" "50.3390476190476" "0.272074453902303" "0.203746585262361" "0.344189645055171" "0"
"0.5" "8" "low" "0.00407230476190476" "1018.07619047619" "20.3615238095238" "0.394304889265756" "0.203746585262361" "0.516572936044678" "0"
"0.5" "9" "tot" "0.00685255238095238" "1713.1380952381" "34.2627619047619" "0.239562610917328" "0.203746585262361" "0.410970252884106" "8.01547262439545e-05"
"0.5" "9" "high" "0.00965348571428571" "2413.37142857143" "48.2674285714286" "0.225113309905714" "0.203746585262361" "0.351012522141233" "5.02837137772068e-05"
"0.5" "9" "low" "0.00405161904761905" "1012.90476190476" "20.2580952380952" "0.370226268589246" "0.203746585262361" "0.517687424587782" "0"
"0.5" "10" "tot" "0.0070868380952381" "1771.70952380952" "35.4341904761905" "0.327531046023017" "0.203746585262361" "0.404745805599457" "0.0607025652017539"
"0.5" "10" "high" "0.010041180952381" "2510.29523809524" "50.2059047619048" "0.244435827697715" "0.203746585262361" "0.344616262760577" "0.0219520262565275"
"0.5" "10" "low" "0.00413249523809524" "1033.12380952381" "20.6624761904762" "0.392823621202829" "0.203746585262361" "0.513370043159169" "0"
"0.9" "1" "tot" "0.0011379619047619" "284.490476190476" "9.82785281385281" "0.261937823884892" "0.181454191617957" "0.686891114489203" "0.000225416995702682"
"0.9" "1" "high" "0.00149173333333333" "372.933333333333" "12.8831515151515" "0.126736165220204" "0.181454191617957" "0.621696491402317" "0.00021393744487288"
"0.9" "1" "low" "0.000784190476190476" "196.047619047619" "6.77255411255411" "0.593038609610651" "0.181454191617957" "0.775684569776518" "3.91571003324373"
"0.9" "2" "tot" "0.00117529523809524" "293.82380952381" "10.1502770562771" "0.482173598922252" "0.181454191617957" "0.679080345663604" "0"
"0.9" "2" "high" "0.00138110476190476" "345.27619047619" "11.9277229437229" "0.289172082920483" "0.181454191617957" "0.640140353054192" "0.000140007636924996"
"0.9" "2" "low" "0.000969485714285714" "242.371428571429" "8.37283116883117" "0.534920383794269" "0.181454191617957" "0.725543956073992" "0"
"0.9" "3" "tot" "0.00143424761904762" "358.561904761905" "12.386683982684" "0.499050112183542" "0.181454191617957" "0.631085794339675" "0"
"0.9" "3" "high" "0.00183641904761905" "459.104761904762" "15.8599826839827" "0.4728969423596" "0.181454191617957" "0.572834522797395" "0"
"0.9" "3" "low" "0.00103207619047619" "258.019047619048" "8.91338528138528" "0.526890797329638" "0.181454191617957" "0.710492059227849" "0"
"0.9" "4" "tot" "0.0013503619047619" "337.590476190476" "11.6622164502164" "0.499298266438512" "0.181454191617957" "0.64555231829978" "0"
"0.9" "4" "high" "0.00177352380952381" "443.380952380952" "15.3167965367965" "0.443430694968179" "0.181454191617957" "0.580914416916752" "0"
"0.9" "4" "low" "0.0009272" "231.8" "8.00763636363636" "0.130987002538242" "0.181454191617957" "0.736219726610506" "0.000351988761396154"
"0.9" "5" "tot" "0.000755085714285714" "188.771428571429" "6.5211948051948" "0.488979410013472" "0.181454191617957" "0.784406295379894" "0"
"0.9" "5" "high" "0.000861028571428571" "215.257142857143" "7.43615584415584" "0.462476183609553" "0.181454191617957" "0.753807388366705" "0"
"0.9" "5" "low" "0.000649142857142857" "162.285714285714" "5.60623376623377" "0.512646174542363" "0.181454191617957" "0.818307869170006" "0"
"0.9" "6" "tot" "0.000957333333333333" "239.333333333333" "8.26787878787879" "0.535513233678861" "0.181454191617957" "0.728568846301971" "0"
"0.9" "6" "high" "0.00133702857142857" "334.257142857143" "11.5470649350649" "0.456796031399953" "0.181454191617957" "0.6479407581652" "0"
"0.9" "6" "low" "0.000577638095238095" "144.409523809524" "4.98869264069264" "0.00358452268171772" "0.181454191617957" "0.843170435182021" "0.000391505800236564"
"0.9" "7" "tot" "0.00118980952380952" "297.452380952381" "10.2756277056277" "0.527615065385512" "0.181454191617957" "0.676110769712598" "0"
"0.9" "7" "high" "0.00145862857142857" "364.657142857143" "12.5972467532468" "0.471963136883719" "0.181454191617957" "0.627053745499716" "0"
"0.9" "7" "low" "0.000920990476190476" "230.247619047619" "7.95400865800866" "0.00420426869072388" "0.181454191617957" "0.737823497537997" "0.138162437982122"
"0.9" "8" "tot" "0.00147424761904762" "368.561904761905" "12.7321385281385" "0.472004010682865" "0.181454191617957" "0.624509560041222" "0.00726986237984096"
"0.9" "8" "high" "0.00164575238095238" "411.438095238095" "14.213316017316" "0.414100083533481" "0.181454191617957" "0.598411806604526" "11.2134589248081"
"0.9" "8" "low" "0.00130274285714286" "325.685714285714" "11.250961038961" "0.532111172575749" "0.181454191617957" "0.654200813103812" "0"
"0.9" "9" "tot" "0.0011348" "283.7" "9.80054545454546" "0.551963713172187" "0.181454191617957" "0.687564322753355" "0"
"0.9" "9" "high" "0.0015384" "384.6" "13.2861818181818" "0.518862038958031" "0.181454191617957" "0.614365168342293" "0"
"0.9" "9" "low" "0.0007312" "182.8" "6.31490909090909" "0.595011191178845" "0.181454191617957" "0.791750499898028" "0"
"0.9" "10" "tot" "0.00100807619047619" "252.019047619048" "8.70611255411255" "0.492973276241959" "0.181454191617957" "0.716161420475192" "0"
"0.9" "10" "high" "0.00134346666666667" "335.866666666667" "11.6026666666667" "0.433347440244327" "0.181454191617957" "0.646784318991392" "0"
"0.9" "10" "low" "0.000672685714285714" "168.171428571429" "5.80955844155844" "0.298657012811725" "0.181454191617957" "0.810474363744779" "0.286131634709233"
"0.99" "1" "tot" "0.000192895238095238" "48.2238095238095" "1.90030457331447" "0.659532141026845" "0.177373355456346" "0.978207978017018" "0"
"0.99" "1" "high" "0.000203885714285714" "50.9714285714286" "2.00857708628006" "0.602725696723424" "0.177373355456346" "0.974337982167145" "0"
"0.99" "1" "low" "0.000181904761904762" "45.4761904761905" "1.79203206034889" "0.67215704459273" "0.177373355456346" "0.981835946230675" "0"
"0.99" "2" "tot" "0.000407485714285714" "101.871428571429" "4.01433946251768" "0.623681616307304" "0.177373355456346" "0.885506128107673" "0"
"0.99" "2" "high" "0.000432114285714286" "108.028571428571" "4.25696746817539" "0.134195369995518" "0.177373355456346" "0.874643840005088" "0.246290641587761"
"0.99" "2" "low" "0.000382857142857143" "95.7142857142857" "3.77171145685997" "0.676511872340212" "0.177373355456346" "0.89653580748244" "0"
"0.99" "3" "tot" "0.000352590476190476" "88.147619047619" "3.47353983969826" "0.732847042278328" "0.177373355456346" "0.910253108814135" "0"
"0.99" "3" "high" "0.000348571428571429" "87.1428571428571" "3.43394625176803" "0.729513060617976" "0.177373355456346" "0.91208275207248" "0"
"0.99" "3" "low" "0.000356609523809524" "89.152380952381" "3.51313342762848" "0.738410374549643" "0.177373355456346" "0.908424726546592" "0"
"0.99" "4" "tot" "0.000207180952380952" "51.7952380952381" "2.04104007543612" "0.741105482266071" "0.177373355456346" "0.973134949111845" "0"
"0.99" "4" "high" "0.000204380952380952" "51.0952380952381" "2.01345591702027" "0.752595009486111" "0.177373355456346" "0.974158379144822" "0"
"0.99" "4" "low" "0.000209980952380952" "52.4952380952381" "2.06862423385196" "0.715997728472107" "0.177373355456346" "0.97209829648542" "0"
"0.99" "5" "tot" "0.000504" "126" "4.96514851485149" "0.197086472244403" "0.177373355456346" "0.844150022226396" "0.376144565449908"
"0.99" "5" "high" "0.000465561904761905" "116.390476190476" "4.58647619047619" "0.00133326284541502" "0.177373355456346" "0.860214887028248" "0.752842937804508"
"0.99" "5" "low" "0.000542438095238095" "135.609523809524" "5.34382083922678" "0.643142802982133" "0.177373355456346" "0.82867605059462" "0"
"0.99" "6" "tot" "0.000379104761904762" "94.7761904761905" "3.73474493163602" "0.566415308937477" "0.177373355456346" "0.898228382756183" "0.325558624950893"
"0.99" "6" "high" "0.000344342857142857" "86.0857142857143" "3.39228854314003" "0.582064191159106" "0.177373355456346" "0.914008772756925" "0.218658353092794"
"0.99" "6" "low" "0.000413866666666667" "103.466666666667" "4.07720132013201" "7.13824051175038e-05" "0.177373355456346" "0.882674312754706" "0.310415582584818"
"0.99" "7" "tot" "0.000269409523809524" "67.352380952381" "2.65408392267798" "0.546939696616871" "0.177373355456346" "0.947751013253039" "12812.1054139124"
"0.99" "7" "high" "0.000296761904761905" "74.1904761904762" "2.92354549740688" "0.576147419560692" "0.177373355456346" "0.935608660527493" "12648.6428350781"
"0.99" "7" "low" "0.000242057142857143" "60.5142857142857" "2.38462234794908" "0.615540396019495" "0.177373355456346" "0.959421627478777" "0"
"0.99" "8" "tot" "0.000277752380952381" "69.4380952380952" "2.73627345591702" "0.657331282770023" "0.177373355456346" "0.94408560440218" "0.000111049228367577"
"0.99" "8" "high" "0.000321942857142857" "80.4857142857143" "3.1716152758133" "0.681579066356149" "0.177373355456346" "0.924210984105032" "0"
"0.99" "8" "low" "0.000233561904761905" "58.3904761904762" "2.30093163602075" "0.645655917760536" "0.177373355456346" "0.96290545438636" "0"
"0.99" "9" "tot" "0.000263295238095238" "65.8238095238095" "2.59384912776992" "0.66574429369029" "0.177373355456346" "0.950410183849224" "0"
"0.99" "9" "high" "0.000275047619047619" "68.7619047619048" "2.70962753418199" "0.544854784707655" "0.177373355456346" "0.945278238524167" "0"
"0.99" "9" "low" "0.000251542857142857" "62.8857142857143" "2.47807072135785" "0.687237935879621" "0.177373355456346" "0.955444817878166" "0"
"0.99" "10" "tot" "0.00065927619047619" "164.819047619048" "6.49484959924564" "0.680185798452654" "0.177373355456346" "0.785334785728513" "0"
"0.99" "10" "high" "0.000677447619047619" "169.361904761905" "6.67386515794437" "0.638012397076563" "0.177373355456346" "0.779079527751195" "0"
"0.99" "10" "low" "0.000641104761904762" "160.27619047619" "6.31583404054691" "0.473242622697053" "0.177373355456346" "0.791717188675224" "0.000381695949397327"
"1" "1" "tot" "0.000327295238095238" "81.8238095238095" "3.27295238095238" "0.712895894297825" "0.176936726241879" "0.919528116576859" "0"
"1" "1" "high" "0.000318933333333333" "79.7333333333333" "3.18933333333333" "0.678357223238804" "0.176936726241879" "0.923392827782641" "0"
"1" "1" "low" "0.000335657142857143" "83.9142857142857" "3.35657142857143" "0.68945057210855" "0.176936726241879" "0.91566063914922" "0"
"1" "2" "tot" "0.000293485714285714" "73.3714285714286" "2.93485714285714" "0.717704385335671" "0.176936726241879" "0.9350922529858" "0"
"1" "2" "high" "0.000315428571428571" "78.8571428571429" "3.15428571428571" "0.595163688071181" "0.176936726241879" "0.925010863212497" "0.090127181774421"
"1" "2" "low" "0.000271542857142857" "67.8857142857143" "2.71542857142857" "0.723955817370172" "0.176936726241879" "0.94501892829652" "0"
"1" "3" "tot" "0.000530704761904762" "132.67619047619" "5.30704761904762" "0.670458299085405" "0.176936726241879" "0.830152280979822" "0"
"1" "3" "high" "0.000521561904761905" "130.390476190476" "5.21561904761905" "0.673633860719059" "0.176936726241879" "0.833847369949098" "0"
"1" "3" "low" "0.000539847619047619" "134.961904761905" "5.39847619047619" "0.659170374689777" "0.176936726241879" "0.826492529541044" "0"
"1" "4" "tot" "0.000312628571428571" "78.1571428571429" "3.12628571428571" "0.71660286632019" "0.176936726241879" "0.926302448644388" "0"
"1" "4" "high" "0.000316266666666667" "79.0666666666667" "3.16266666666667" "0.628522519372971" "0.176936726241879" "0.924624068547593" "0"
"1" "4" "low" "0.000308990476190476" "77.2476190476191" "3.08990476190476" "0.704787229539215" "0.176936726241879" "0.927978888148634" "0"
"1" "5" "tot" "0.000168647619047619" "42.1619047619048" "1.68647619047619" "0.631181597906657" "0.176936726241879" "0.985110731613359" "0"
"1" "5" "high" "0.000162819047619048" "40.7047619047619" "1.62819047619048" "0.433090243628684" "0.176936726241879" "0.986797621542146" "0"
"1" "5" "low" "0.00017447619047619" "43.6190476190476" "1.7447619047619" "0.612096733849481" "0.176936726241879" "0.983336196986823" "0"
"1" "6" "tot" "0.0003896" "97.4" "3.896" "0.00159175497658981" "0.176936726241879" "0.890867240507479" "0.173445955182873"
"1" "6" "high" "0.000401638095238095" "100.409523809524" "4.01638095238095" "0.00223765884476768" "0.176936726241879" "0.88541398155593" "0.000409925685877109"
"1" "6" "low" "0.000377561904761905" "94.3904761904762" "3.77561904761905" "0.538027333208843" "0.176936726241879" "0.896357057452981" "0.560781635191761"
"1" "7" "tot" "0.000304304761904762" "76.0761904761905" "3.04304761904762" "0.583324780015089" "0.176936726241879" "0.930134578075377" "0.640397706326039"
"1" "7" "high" "0.00030967619047619" "77.4190476190476" "3.0967619047619" "0.597756370054853" "0.176936726241879" "0.92766307630504" "583.128010265711"
"1" "7" "low" "0.000298933333333333" "74.7333333333333" "2.98933333333333" "0.379843071346524" "0.176936726241879" "0.932599837881563" "0.701586054127368"
"1" "8" "tot" "0.000267085714285714" "66.7714285714286" "2.67085714285714" "0.675894649092291" "0.176936726241879" "0.947006260250066" "0"
"1" "8" "high" "0.0002728" "68.2" "2.728" "0.633921258554181" "0.176936726241879" "0.94445633119" "0"
"1" "8" "low" "0.000261371428571429" "65.3428571428571" "2.61371428571429" "0.721082519221073" "0.176936726241879" "0.949535956748357" "0"
"1" "9" "tot" "0.000273809523809524" "68.452380952381" "2.73809523809524" "0.586650186057939" "0.176936726241879" "0.944003922278455" "0.510076347957774"
"1" "9" "high" "0.000278057142857143" "69.5142857142857" "2.78057142857143" "0.566353080627815" "0.176936726241879" "0.942094573656632" "0.316873057055756"
"1" "9" "low" "0.000269561904761905" "67.3904761904762" "2.69561904761905" "0.66601258168568" "0.176936726241879" "0.945903632367613" "0.927002280343603"
"1" "10" "tot" "0.000179714285714286" "44.9285714285714" "1.79714285714286" "0.73231197969559" "0.176936726241879" "0.981670582845397" "0"
"1" "10" "high" "0.000175466666666667" "43.8666666666667" "1.75466666666667" "0.725643340147164" "0.176936726241879" "0.983026270974994" "0"
"1" "10" "low" "0.000183961904761905" "45.9904761904762" "1.83961904761905" "0.65455111296694" "0.176936726241879" "0.980273168450941" "0"
