Species Genome Windows piS_obs piS_est Fis_obs Fis_est u1_est s1_est u2_est s2_est u3_est s3_est lnLNull lnLMax lnLSat R2deviance R2efron
Ae_bicornis A 1cM 0.00331552223250588 0.117888732350067 0.9 0.965839616766061 1.44339534762184e-09 0.261701413763328 1.11229873450641e-09 0.00478265588347563 8.57133861499643e-10 0.00195094771237681 -2121.0977281407 -1920.75960835421 -1436.81202685809 0.292769700449654 0.0828763250984783
Ae_bicornis A 1cM 0.00307017126428352 0.112279305137926 0.9 0.964519780961508 1.43896392689351e-09 0.232817346239567 1.11183087643545e-09 0.00558060228573363 8.59052915078687e-10 0.00208340856245031 -2017.43579429981 -1908.85296420998 -1459.3720690364 0.194570664915679 0.0762544765777113
Ae_bicornis A 1cM 0.00355238271970014 0.126520345706552 0.9 0.968091443115216 1.36616178503318e-09 0.276469802227855 1.04818814488184e-09 0.00505945113145453 8.045357289621e-10 0.00177991623790816 -2163.02063521781 -1966.42670460858 -1481.54830552964 0.288484098392067 0.0818887689632673
Ae_bicornis A 1cM 0.00364863807042148 0.126525371031043 0.9 0.968088676619682 1.36600375753882e-09 0.27647137218226 1.047880042108e-09 0.0050593851240514 8.0419834911609e-10 0.00178292874735443 -2102.73821219548 -1958.70891169539 -1484.07817302505 0.232808475383703 0.110770902251954
Ae_bicornis A 1cM 0.0032666669186016 0.124640251029348 0.9 0.966478043876801 1.46599622129458e-09 0.270674777857915 1.12629758743785e-09 0.00512561745212142 8.65290394000639e-10 0.00181387971653641 -2018.59711128429 -1881.89505112693 -1438.44290710589 0.235630560242098 0.0748305645713739
Ae_bicornis A 1cM 0.00314838853967726 0.121807395711213 0.9 0.967362377470097 1.39480016568291e-09 0.263527603261742 1.07292593623417e-09 0.005269080074879 8.25097008624029e-10 0.00187034880183797 -2024.62884249363 -1886.24295489187 -1418.45430814514 0.228293799492079 0.0756602198858905
Ae_bicornis A 1cM 0.00358239919558333 0.126403586144952 0.9 0.967544047149743 1.38645205038455e-09 0.276433534888287 1.06406550236284e-09 0.0050581429276803 8.16787076744261e-10 0.00178195462620319 -2080.69310165748 -1957.1000025814 -1506.49918396245 0.215246270061893 0.0923381721862416
Ae_bicornis A 1cM 0.00304046145513871 0.113587201602218 0.9 0.964983290899109 1.41186561796096e-09 0.23224666251046 1.09020213789998e-09 0.00569331665694172 8.41808128677652e-10 0.00205392940108804 -2083.27010188051 -1898.24854963795 -1393.52436431306 0.26824602482515 0.0645616203547323
Ae_bicornis A 1cM 0.00364007592903584 0.126105135469092 0.9 0.964609168323857 1.5194161819413e-09 0.27634405861687 1.16777704534337e-09 0.00503767428811992 8.96791490657368e-10 0.0017812571158872 -2053.25504058459 -1918.09469084975 -1441.06540062085 0.220781831170562 0.0747666987379149
Ae_bicornis A 1cM 0.00344576311158301 0.117367812715417 0.9 0.96376293398266 1.52956121988314e-09 0.244568497102425 1.1790082139482e-09 0.00473193281506875 9.0881113082728e-10 0.00196796640970782 -2057.52305367016 -1895.28132233794 -1409.79439085124 0.250477924855351 0.0952627150666075
Ae_bicornis A 1cM 0.00331049742743685 0.142167863931044 0.9 0.950900352212786 2.10770488386106e-09 0.281965551461739 1.62502269335584e-09 0.00399325846754571 1.25121180858082e-09 0.00500982793587337 -2055.33151673568 -1906.38127700065 -1448.13166158722 0.245306777450756 0.0694772882233904
Ae_bicornis A 1cM 0.00344044917244733 0.12646947375083 0.9 0.968136340172876 1.366644323177e-09 0.276453872515612 1.04876823721896e-09 0.00506036263392757 8.05008714364053e-10 0.00178237321820223 -2102.85171919342 -1935.49989952765 -1422.75766913317 0.246071583262556 0.079855334471928
Ae_bicornis A 1cM 0.00365053306298322 0.125985020288917 0.9 0.965652325100332 1.46603537920935e-09 0.276305101915549 1.12791301742043e-09 0.00504835436243435 8.66472571859948e-10 0.0017839473097265 -2100.69174758003 -1947.64877992656 -1456.25074962269 0.237481737100166 0.0814557480830159
Ae_bicornis A 1cM 0.00378611169915026 0.12583518585695 0.9 0.965046088041442 1.47937170498817e-09 0.276257220952119 1.13912247132148e-09 0.0050500770073404 8.75914993877011e-10 0.00178404977531521 -2113.54700208492 -2003.98091953473 -1465.36482971758 0.169035939618684 0.0750160242434513
Ae_bicornis A 1cM 0.00340497646551567 0.128931280272439 0.9 0.970016912149615 1.29202601641322e-09 0.277214678167489 9.82984728485062e-10 0.00514538774070797 7.51268773774045e-10 0.00183030224784358 -2110.07593958887 -1899.74958832506 -1469.74356087751 0.328464338609709 0.073582095533192
Ae_bicornis A 1cM 0.00348819225058447 0.126474815117115 0.9 0.968131784685103 1.36658308754868e-09 0.276455545014413 1.0486921442113e-09 0.00506026919936327 8.04943836326933e-10 0.00178242630592797 -2085.9535432326 -1945.80595927335 -1416.75679143037 0.209426575340993 0.0544151296584837
Ae_bicornis A 1cM 0.00325508588056961 0.125178283605486 0.9 0.967477874554909 1.4342874337565e-09 0.272245171998184 1.1016805349018e-09 0.00510591832296399 8.46182304032872e-10 0.00180571315592073 -1966.4420364427 -1848.53197806057 -1366.25712386048 0.196456218592429 0.0731637728060375
Ae_bicornis A 1cM 0.00372435599633023 0.126091122368672 0.9 0.966427844181678 1.42676475910236e-09 0.276338856425954 1.09704973712117e-09 0.00504779685290672 8.42765895203163e-10 0.00178589411242689 -2141.32133382092 -1964.40005232954 -1459.60272485371 0.259522446892587 0.0916479338417524
Ae_bicornis A 1cM 0.00266411665149948 0.110631080863949 0.9 0.965209655024786 1.42043660361484e-09 0.222451906206713 1.09839373663586e-09 0.00586289036998169 8.49350608883927e-10 0.00212715096317825 -1988.79913722764 -1820.54108706714 -1356.27129856358 0.266008924628308 0.070775208785619
Ae_bicornis A 1cM 0.00346325701302659 0.126516613086696 0.9 0.968096143118479 1.36610408235269e-09 0.276468630785138 1.0479458048998e-09 0.00505953823856503 8.04228320772846e-10 0.00178284171223964 -2167.25576223452 -1956.17950100218 -1491.58074922294 0.312393173001244 0.0784088644739135
Ae_bicornis A 1cM 0.00311623978089687 0.117324503238762 0.9 0.966531404797652 1.38525456302999e-09 0.244899073281928 1.06776374409636e-09 0.00549322990649458 8.23024281555561e-10 0.00196939683011231 -2158.02773146988 -1885.20860514199 -1464.20232104543 0.393210052887797 0.109267196449378
Ae_bicornis A 1cM 0.00315429367403179 0.122164227105377 0.9 0.967137511234699 1.39394343062233e-09 0.269667485985662 1.07207027465637e-09 0.00525273047350889 8.2400746185328e-10 0.00186362324062662 -2045.87373125356 -1888.1570086365 -1408.95928274986 0.247626228275363 0.0762623168708959
Ae_bicornis A 1cM 0.00327147780903379 0.125471959776248 0.9 0.968279172597369 1.37684884233808e-09 0.27339040008879 1.05740217764337e-09 0.00510020050914577 8.12054677607698e-10 0.00179651699587785 -1974.20857672198 -1850.42402649211 -1397.62893782306 0.214687689052386 0.0890342988669499
Ae_bicornis A 1cM 0.00314669326545946 0.120578997236614 0.9 0.966979682876829 1.39286449760439e-09 0.255952220744689 1.07196356507864e-09 0.00533084635170194 8.25017094874154e-10 0.00189700862289942 -2015.23661377902 -1901.60522616613 -1415.29451155585 0.189403922798241 0.0669624055175058
Ae_bicornis A 1cM 0.00358495477164383 0.126461602822671 0.9 0.968143053397183 1.36673456846192e-09 0.276451407845275 1.04889417519479e-09 0.00506050032752793 8.05120279932932e-10 0.00178229498801039 -2078.22383350578 -1914.71733867138 -1409.77059934807 0.244604239278505 0.0769629517686324
Ae_bicornis A 1cM 0.00320276743199097 0.144928918451797 0.9 0.964688796211589 1.60080972993175e-09 0.279948553466474 1.24011150065096e-09 0.00445879699596205 9.60197464763177e-10 0.00221993460379563 -2095.77718153464 -1896.25293301564 -1403.45312505393 0.288194880202838 0.0905483939107243
Ae_bicornis A 1cM 0.0032871633671251 0.172038768272996 0.9 0.96473823651316 1.53675644301178e-09 0.253735241474503 1.21509015230372e-09 0.0037973201175712 9.56837415325716e-10 0.00393407641571436 -2033.13322668748 -1880.56050491594 -1410.916947163 0.245208501918564 0.0807579575760954
Ae_bicornis A 1cM 0.00340188852287 0.125554363831916 0.9 0.968284144589737 1.37576186001025e-09 0.273684125335276 1.05652952182889e-09 0.00509655073181507 8.11355422059447e-10 0.00179502260809815 -2119.8821171205 -1881.73072380627 -1383.69191905168 0.323491665521961 0.0928992665095687
Ae_bicornis A 1cM 0.00342954565813594 0.128722554531781 0.9 0.969317368355553 1.32757012680334e-09 0.27715254054372 1.01083233330216e-09 0.00503018127771993 7.73117057552555e-10 0.00183243404924903 -2132.26459319744 -1905.44584440548 -1400.99634756566 0.310171746341863 0.0971435131428418
Ae_bicornis A 1cM 0.00342593667151083 0.122575636518377 0.9 0.968540978060927 1.28529866139544e-09 0.27518219394485 1.00449843249138e-09 0.00528430554068728 7.77038809135008e-10 0.00205727437112423 -2070.64106354786 -1913.4800459421 -1395.69449196117 0.232849567983273 0.071043378938792
Ae_bicornis A 1cM 0.00308081740858032 0.125335156133399 0.9 0.966896601603044 1.47007085491648e-09 0.272872556336435 1.12908283004928e-09 0.00509441601574502 8.67165419139245e-10 0.00179799303126722 -1896.45889526227 -1834.5731440914 -1326.66488412991 0.108610743464784 0.0785285888064484
Ae_bicornis A 1cM 0.00391975680127963 0.127045684967672 0.9 0.966226205693852 1.42676754700589e-09 0.276634457626392 1.09074788822146e-09 0.00503993435830105 8.34415429886193e-10 0.00177996896229473 -2122.53148448069 -1975.05408466306 -1464.20565156799 0.224018855777142 0.0579936815518765
Ae_bicornis A 1cM 0.00341820683164243 0.126384327170129 0.9 0.968208985075309 1.36762119894877e-09 0.276427203080818 1.04985365979946e-09 0.00506185283809161 8.05937359094472e-10 0.00178152685888423 -2080.9277898507 -1884.82880372452 -1357.75155960171 0.271163483980482 0.0783126154933711
Ae_bicornis A 1cM 0.00330714268770761 0.111244906790924 0.9 0.963271701038804 1.52378034629131e-09 0.25249695199246 1.17798662369512e-09 0.00455261422934101 9.1065219097576e-10 0.00210449694619262 -2067.65526376745 -1903.62848255918 -1439.87587893056 0.261280929527327 0.0772205020642522
Ae_bicornis A 1cM 0.0030624070872964 0.123264777897192 0.9 0.967678244079173 1.39310130071134e-09 0.265558753855066 1.07092147622395e-09 0.00520019190910535 8.23234732307724e-10 0.00183946953318828 -2063.69324928655 -1875.16307237666 -1410.09105021061 0.288447892581197 0.0564987486548468
Ae_bicornis A 1cM 0.00303360295016172 0.110071012755699 0.9 0.964920878879049 1.38262574170173e-09 0.220521546069358 1.06944110863476e-09 0.00590142092806791 8.27195114720635e-10 0.00214478059592713 -2125.60905799597 -1919.40422300484 -1435.14987013964 0.298648839233112 0.0578084464541276
Ae_bicornis A 1cM 0.0032874173510544 0.128688598971614 0.9 0.969546128819992 1.31253990201224e-09 0.277135882264757 9.99052358158647e-10 0.00515965132997943 7.63842818358704e-10 0.00182309309207687 -2067.89462454486 -1920.28136492688 -1459.56575745018 0.242653715124461 0.0649094205652452
Ae_bicornis A 1cM 0.00345785835771903 0.126406982517783 0.9 0.968189651329934 1.3673611446446e-09 0.276434300644334 1.04961838713291e-09 0.00506145619166875 8.05759043674275e-10 0.0017804224278519 -2073.61344120357 -1943.37154720129 -1436.16104889512 0.204316268279459 0.0730045209367023
Ae_bicornis A 1cM 0.00345204029728629 0.12635107528433 0.9 0.96823736803 1.36800306194711e-09 0.276416783814544 1.05021217154881e-09 0.00506243519220661 8.06236053253232e-10 0.00178119628860661 -2109.17721617227 -1894.96569257686 -1422.8094640776 0.312094388091034 0.0851126063569942
Ae_bicornis A 1cM 0.00336223720493225 0.199492183941746 0.9 0.963674858650679 1.66895831716401e-09 0.28616022156928 1.32822201069385e-09 0.00339683695741392 1.03565253608171e-09 0.00456617337728553 -2093.47883217286 -1898.69428086404 -1420.09211167966 0.289261052202148 0.0856874298881012
Ae_bicornis A 1cM 0.00325644499190888 0.124279684784749 0.9 0.969197725657111 1.31539830691567e-09 0.275587017920162 1.00649603922139e-09 0.00518651324852548 7.70678059191418e-10 0.00184404791116324 -2019.756391776 -1894.89183032233 -1393.92767579508 0.199518747326828 0.0570333022326729
Ae_bicornis A 1cM 0.00324730152960153 0.127127297842648 0.9 0.966953830886576 1.43130078605221e-09 0.276658428945469 1.09889296482696e-09 0.00504511125063635 8.43728889940896e-10 0.00177715093156874 -2075.86354556869 -1909.15702746347 -1412.13513924255 0.251166767184146 0.0670347401378507
Ae_bicornis A 1cM 0.0034938633650074 0.125865222119139 0.9 0.968261883645354 1.37288701405475e-09 0.27479518604036 1.05417927447343e-09 0.00508280771289998 8.09441157820166e-10 0.00178918183610211 -2074.6802346353 -1889.3537008551 -1391.64286422942 0.271327077858234 0.0799420812190843
Ae_bicornis A 1cM 0.00304583753687395 0.116876917317823 0.9 0.9658714789844 1.42470618045534e-09 0.243876474253464 1.09843258005871e-09 0.00551805413438892 8.46817729833115e-10 0.00197751824417472 -2033.38541497394 -1862.06790839795 -1408.53039859516 0.274171611150411 0.0666964187127974
Ae_bicornis A 1cM 0.00343443889961439 0.127588521121666 0.9 0.969788215949015 1.29790401827212e-09 0.276744245783114 9.90958133472599e-10 0.00507054636887864 7.58753269569517e-10 0.00182796918363355 -2156.87819629056 -1952.2756317383 -1495.8210429688 0.309508131822103 0.106420577757439
Ae_bicornis A 1cM 0.00377735925545349 0.127036550176754 0.9 0.967643190747402 1.36045340968688e-09 0.276631102382686 1.04003554848348e-09 0.00505042664972177 7.95304796458175e-10 0.00177759741068991 -2118.33173711617 -1957.38044971277 -1426.81662690461 0.23275165650995 0.0566556961532858
Ae_bicornis A 1cM 0.00341094607233346 0.128558899077858 0.9 0.970630044841323 1.26540790207654e-09 0.27633443662304 9.60756588648115e-10 0.00517934510992864 7.33491590531528e-10 0.00184362680018408 -2166.12216781912 -1908.97701524667 -1407.1096560109 0.338789082619784 0.0675361440780054
Ae_bicornis A 1cM 0.00302929393617254 0.124548491485105 0.9 0.968295578259578 1.38472942017625e-09 0.270102025483151 1.06388363524849e-09 0.00514155164674299 8.17362097937046e-10 0.00181411998678457 -2111.42173877193 -1873.7862899178 -1429.99580992655 0.348732619048978 0.108717992863081
Ae_bicornis A 1cM 0.00359034656295824 0.126148629270723 0.9 0.966325263725984 1.42543980902656e-09 0.276353724898852 1.09544431111628e-09 0.0050583819143286 8.41510644274712e-10 0.00178154078325661 -2096.46513151863 -1997.70126345276 -1474.06548692389 0.158682397915205 0.0735309032768656
Ae_bicornis A 1cM 0.00375658317612139 0.127105374496404 0.9 0.966835445145299 1.40266616943574e-09 0.276653430795655 1.07197748979739e-09 0.00504161116188536 8.20144093861512e-10 0.00177962291387727 -2218.74119179866 -1981.03505866333 -1490.39607620267 0.326364697236721 0.0860737375318052
Ae_bicornis A 1cM 0.00331493750167602 0.12444532213342 0.9 0.96798493558826 1.3836855893716e-09 0.269736360505681 1.06312961684144e-09 0.00514641659653886 8.16819623322022e-10 0.00181622132410922 -1959.14760446754 -1857.97628030104 -1360.30883457028 0.168945848619428 0.066091814983029
Ae_bicornis A 1cM 0.0035429149086244 0.145478598053401 0.9 0.967779327043823 1.45622176366786e-09 0.282109878985032 1.12265323144698e-09 0.00475625915670255 8.65476329792528e-10 0.00170129094325022 -2081.27966603498 -1931.14227968064 -1436.09586041845 0.23270482775195 0.0733695716625982
Ae_bicornis A 1cM 0.00312540618140772 0.124643375815206 0.9 0.96830741625639 1.38544721900368e-09 0.270439112347971 1.06439104457559e-09 0.00513713401524429 8.17718011831438e-10 0.00181221284332721 -2087.2330888953 -1880.04905537996 -1429.09402170808 0.314802818803652 0.0943501459217768
Ae_bicornis A 1cM 0.00300289746825374 0.112076625939353 0.9 0.964871399572397 1.40709334611338e-09 0.227115851203333 1.08730505817429e-09 0.00578010404468909 8.40191012423951e-10 0.00209355586301048 -2116.9999409317 -1894.68830553621 -1422.14390242287 0.319939128502903 0.0583801771414967
Ae_bicornis A 1cM 0.00340361449812146 0.126659156018691 0.9 0.967975478722772 1.36784671178972e-09 0.276513183306212 1.04799758812209e-09 0.00505689796537039 8.03869986091782e-10 0.00178592231059318 -2103.98571890067 -1940.47355243978 -1453.32731160995 0.251302626122572 0.0743701448544963
Ae_bicornis A 1cM 0.00346247307220605 0.12535220645908 0.9 0.967279562393979 1.4235666043423e-09 0.272916454385308 1.09335407393899e-09 0.0050971143038508 8.39717347767392e-10 0.00180194316500539 -2080.34091311411 -1890.46090638501 -1416.72791843642 0.286130633745837 0.0706419535865146
Ae_bicornis A 1cM 0.00383712805209369 0.127079731887702 0.9 0.967617110425743 1.35968238686794e-09 0.276644567347981 1.03918435278634e-09 0.00504972415978654 7.94216429658983e-10 0.00177739337511571 -2129.65400834371 -1976.91846232728 -1479.19502747767 0.234811956648022 0.0687148269182893
Ae_bicornis A 1cM 0.00296775350639884 0.118645059908069 0.9 0.966449967422426 1.41662073285852e-09 0.249431178600723 1.09127792284114e-09 0.00542414030081094 8.40636698377301e-10 0.00193673842920656 -2021.9406126814 -1857.06906799846 -1398.82790708171 0.264593456691388 0.0703427507128447
Ae_bicornis A 1cM 0.00372607068640263 0.127280704300188 0.9 0.961584279256625 1.64199756201694e-09 0.273874949131736 1.27546265811438e-09 0.00413424741265516 9.86692358465876e-10 0.00248034996769358 -2051.78535642745 -1919.32951845186 -1411.7905179346 0.206963915970807 0.0890071400930335
Ae_bicornis A 1cM 0.00328676167438267 0.12817587422518 0.9 0.970364204870554 1.27687050305092e-09 0.276443986218007 9.742763148554e-10 0.00517596624432365 7.4519847914504e-10 0.00183788557366709 -2012.11938041367 -1911.4841032535 -1449.75083124314 0.178948978047587 0.078826306699475
Ae_bicornis A 1cM 0.00351551789788352 0.116711213015805 0.9 0.961849884783117 1.4684565663055e-09 0.273223899461934 1.18853294723198e-09 0.00543787069111766 9.33938820468831e-10 0.00269901024862265 -2063.57281684459 -1888.54384370025 -1357.68239057903 0.247954876042608 0.0702582692087134
Ae_bicornis A 1cM 0.00382501051335101 0.126849683116395 0.9 0.967793693233823 1.36273423157797e-09 0.27657278089131 1.04291501036559e-09 0.00505365339522075 7.98993785126398e-10 0.00177851006140603 -2088.16211487279 -1962.68377069842 -1486.61400567498 0.208592367353141 0.0575112933398656
Ae_bicornis A 1cM 0.00321221790291959 0.125469457034915 0.9 0.968168623174547 1.37414203728961e-09 0.273332791096416 1.05532435788011e-09 0.00510072988305916 8.10460860506061e-10 0.00179738752576199 -2138.31617969044 -1910.04146114279 -1425.45998068268 0.320225480069313 0.0748930170120978
Ae_bicornis A 1cM 0.00328494933000621 0.126399810998874 0.9 0.968195771025388 1.3674434540828e-09 0.276432054038337 1.04967699229569e-09 0.00506158173849174 8.05795787152043e-10 0.00178045483223623 -2038.78432471198 -1957.14763537268 -1509.34158486757 0.154193613766986 0.0810213393263754
Ae_bicornis A 1cM 0.00323227532973438 0.124592918860663 0.9 0.964944694635534 1.51142277461808e-09 0.251278387768498 1.1105560665085e-09 0.00520010443698693 8.3232774406747e-10 0.0023257508648218 -2113.77031721515 -1949.0712747518 -1481.61786041329 0.260536901646453 0.0863651311390021
Ae_bicornis A 1cM 0.00306084046060082 0.119045120399962 0.9 0.966670772794376 1.39959886228372e-09 0.251002936573366 1.07796446658248e-09 0.00540388704555352 8.30226890161406e-10 0.00192921514449961 -2141.00000538561 -1922.61521775528 -1478.72429136171 0.329749050140246 0.0879229633606857
Ae_bicornis A 1cM 0.00347081976430814 0.133289524789325 0.9 0.963832060165703 1.60281583430267e-09 0.278534261378456 1.23247380576927e-09 0.00494046194525784 9.47670991267743e-10 0.00174997574157354 -1992.96682843413 -1897.05329384683 -1417.34463845805 0.166625846358152 0.0931470984842797
Ae_bicornis A 1cM 0.00396040340083195 0.239762050401149 0.9 0.963355422569742 1.80873235314854e-09 0.303007533423991 1.37698657132227e-09 0.00366111767324019 1.05172674605258e-09 0.00380014458694062 -2114.55132685128 -1984.57400324207 -1482.08412296199 0.205508400767549 0.100523890298339
Ae_bicornis A 1cM 0.00325987604938818 0.221187369447978 0.9 0.944829524998528 2.26172648525927e-09 0.243037575703947 1.8539593283077e-09 0.00603367642421275 1.47517241561191e-09 0.00723585733204499 -2000.82701360993 -1877.98792719129 -1392.14822774829 0.201812662560199 0.095684753206122
Ae_bicornis A 1cM 0.00305001659370034 0.117172565036256 0.9 0.961337303181133 1.63027727958137e-09 0.244250807523695 1.25671465530078e-09 0.00548074372637614 9.68754999588481e-10 0.00195756797988677 -1993.77045198691 -1859.66871719095 -1386.35971196971 0.220776034997613 0.0499528701138756
Ae_bicornis A 1cM 0.0034285201264786 0.125958166944523 0.9 0.96826031925413 1.37168266819636e-09 0.275553992807698 1.05321202774265e-09 0.00507873020474013 8.08665852199664e-10 0.00178748446023732 -2062.84976117629 -1920.73813108138 -1440.00701007531 0.228166146019525 0.072507793925768
Ae_bicornis A 1cM 0.00341069691074842 0.125859520489142 0.9 0.968270993116957 1.37297237455873e-09 0.274774513183767 1.05424748092919e-09 0.0050830395014932 8.09495565533353e-10 0.00178931040164141 -2044.88330096863 -1889.96888439877 -1413.59139920521 0.245392687815462 0.106169031027567
Ae_bicornis A 1cM 0.00334430436757002 0.123982406382661 0.9 0.9698968910008 1.25125944554638e-09 0.275649946042981 9.73239069019115e-10 0.0051961325515923 7.51535990229443e-10 0.00189710002729249 -2109.40201155676 -1950.55071971905 -1484.46261154123 0.25418671287769 0.0803772238717568
Ae_bicornis A 1cM 0.00338422229212663 0.133025979534 0.9 0.960952884456648 1.6410171494446e-09 0.255760934458193 1.29552287503665e-09 0.00346023701661876 1.01988019334126e-09 0.00363207227073091 -1993.77045198692 -1882.6189015991 -1418.4242910052 0.193190739637781 0.0650446260105859
Ae_bicornis A 1cM 0.00361872279163505 0.119909394583707 0.9 0.96105730416473 1.66587675604492e-09 0.272508345929659 1.28035587686747e-09 0.00477024488831164 9.86032289113307e-10 0.00192512593346282 -2063.69324928655 -1920.23496292217 -1394.54573009576 0.214389625979436 0.0685729973889354
Ae_bicornis A 1cM 0.00303649218979875 0.113687628272501 0.9 0.965570535189153 1.40842714814789e-09 0.232814084468373 1.08749122939027e-09 0.00568547937590094 8.39671530455768e-10 0.00205343620577152 -2037.03137596291 -1867.13006371297 -1376.6469359365 0.2572763710834 0.0602419271473224
Ae_bicornis A 1cM 0.00368323764773449 0.156588740564868 0.9 0.962692969084646 1.65263735523759e-09 0.282049291207169 1.30529843379427e-09 0.00318972824408523 1.01605734575584e-09 0.00386490016777661 -2119.99271959278 -1916.29651519801 -1440.39166180165 0.299729086733365 0.076137218599094
Ae_bicornis A 1cM 0.00312622593621586 0.12491398858158 0.9 0.968270095004077 1.38171902196555e-09 0.271402277862964 1.06140073860503e-09 0.00512512328094585 8.1532392545388e-10 0.00180706292696318 -1975.86102808786 -1858.27174836824 -1386.73763775143 0.199600426071127 0.0593689392791284
Ae_bicornis A 1cM 0.00360186465162732 0.127014942562407 0.9 0.968716935054148 1.31991511114186e-09 0.276609988709642 1.00880325993247e-09 0.00511669505977894 7.72765857411705e-10 0.0019359811875322 -2084.55484560245 -1967.19798232313 -1469.95187168384 0.190947438036408 0.0854393507711604
Ae_bicornis A 1cM 0.00336123288116243 0.12637231833666 0.9 0.968207475621751 1.36760071036718e-09 0.276427759732761 1.04977960153804e-09 0.00506474363033763 8.05848669536966e-10 0.00178154457116473 -2033.00709646072 -1899.14372803037 -1421.91942321447 0.219057549826254 0.0735001101434104
Ae_bicornis A 1cM 0.00331264778660167 0.126585391075931 0.9 0.967924244802785 1.36703228313294e-09 0.276489973593743 1.04780787629442e-09 0.00505878222196427 8.03802827024969e-10 0.00177965138802342 -2089.43739814214 -1925.08148243558 -1454.92729250716 0.259028050533692 0.0638235459583472
